StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
2024-04-19 12:53:10,2024-04-19 13:56:17,0,100,3787,1,2024-04-19 13:56:18,R_2NypurfJ2xemNDD,anonymous,DE,2,2,1,UR03KU2,3,2,2,"3,4","4,5","1,3","1,2","1,3",2,2,"2,4","1,2","2,3",4,1,-99,4,7,2,7,4,5,2,3,5,4,5,7,1,1,2,21,1,6,4,-99,1,Türschloss,1,3,1,5,4,5,5,4,5,3,2,5,4,5,5,5,3,3,3,4,3,5,2,1,4,4,5,1,-99,2,"hat letzte Aufgabe übersprungen, weil zu schwer",Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know5|test_know11|test_know8|test_know2|test_know3|test_know4|test_know1|test_know9|test_know10|test_know7,se_intro1|se_test1|se_test2|se_intro2|se5|ac3|se12|se1|se10|se2|se8|se11|se4|se9|se7|se6|se3,ac1|edu|age|employ|gender|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust2|sys_trust12|sys_trust4|sys_trust1|sys_trust6|sys_trust3|sys_trust10|sys_trust8|sys_trust5|sys_trust11|sys_trust7|sys_trust9,sym_trust_into|symb_trust2|symb_trust5|symb_trust4|symb_trust3|symb_trust1,sa_intro|sa2|sa5|ac2|sa4|sa3|sa1|sa6
2024-04-18 15:52:05,2024-04-19 15:57:13,0,100,86707,1,2024-04-19 15:57:14,R_2CJrmH49BDcczcZ,anonymous,DE,6,2,1,SI15RD9,3,2,"1,2,3","3,4",4,1,3,"1,3",3,"1,3",3,"2,4",4,7,1,-99,5,7,4,1,3,4,2,6,3,5,3,3,1,1,2,33,1,7,4,-99,2,-99,1,3,1,4,3,3,3,3,4,3,3,6,4,4,3,3,3,3,4,3,4,5,3,4,5,4,5,2,Postpone Update für den Fenstersensor konnte nicht gefunden werden. Und bei dem Router konnten keine offenen Ports gefunden werden.,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know6|test_know10|test_know11|test_know2|test_know4|test_know7|test_know1|test_know3|test_know8|test_know9|test_know5,se_intro1|se_test1|se_test2|se_intro2|se2|ac3|se3|se9|se1|se8|se5|se11|se6|se12|se4|se7|se10,employ|age|gender|edu|ac1|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust12|sys_trust6|sys_trust7|sys_trust10|sys_trust11|sys_trust3|sys_trust1|sys_trust2|sys_trust9|sys_trust4|sys_trust8|sys_trust5,sym_trust_into|symb_trust4|symb_trust1|symb_trust3|symb_trust2|symb_trust5,sa_intro|sa4|sa1|ac2|sa3|sa5|sa6|sa2
2024-04-22 15:12:18,2024-04-22 15:42:21,0,100,1803,1,2024-04-22 15:42:22,R_8pKnU7OeHaODEiK,anonymous,DE,6,1,1,Jantes1,4,4,1,1,1,1,1,1,1,1,1,1,1,7,7,-99,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,18,4,1,1,-99,1,-99,1,1,1,7,1,1,1,1,7,1,7,7,7,7,7,6,6,1,6,6,5,5,5,5,5,5,5,1,-99,2,Jan Test Bedingung 1,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know6|test_know5|test_know1|test_know9|test_know8|test_know7|test_know10|test_know2|test_know4|test_know3|test_know11,se_intro1|se_test1|se_test2|se_intro2|se3|se5|se4|se2|ac3|se7|se1|se6|se12|se11|se8|se9|se10,gender|edu|ac1|age|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust4|sys_trust9|sys_trust7|sys_trust8|sys_trust3|sys_trust11|sys_trust5|sys_trust10|sys_trust2|sys_trust1|sys_trust12,sym_trust_into|symb_trust3|symb_trust1|symb_trust2|symb_trust5|symb_trust4,sa_intro|sa6|ac2|sa4|sa1|sa3|sa2|sa5
2024-04-22 15:42:26,2024-04-22 16:47:51,0,100,3924,1,2024-04-22 16:47:52,R_1EZoLEJvTw9aMlH,anonymous,DE,6,2,1,HR06ST9,1,1,"1,3","3,4",4,"1,4","1,2,4",1,1,"1,3","2,3","1,3,4","3,4",7,6,-99,3,3,3,2,3,6,2,5,3,3,3,4,1,1,1,24,1,7,4,-99,2,-99,2,3,2,5,5,3,6,3,6,5,6,6,6,5,5,5,4,4,5,4,3,2,3,1,2,2,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know9|test_know11|test_know5|test_know4|test_know1|test_know2|test_know3|test_know10|test_know8|test_know6|test_know7,se_intro1|se_test1|se_test2|se_intro2|se7|se5|se2|se4|se8|se10|se11|se3|se1|ac3|se12|se6|se9,employ|ac1|edu|gender|age|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust5|sys_trust3|sys_trust12|sys_trust1|sys_trust9|sys_trust10|sys_trust4|sys_trust7|sys_trust11|sys_trust2|sys_trust8|sys_trust6,sym_trust_into|symb_trust3|symb_trust4|symb_trust1|symb_trust2|symb_trust5,sa_intro|sa3|sa2|sa1|ac2|sa6|sa5|sa4
2024-04-22 16:00:09,2024-04-22 16:48:02,0,100,2873,1,2024-04-22 16:48:03,R_20YjXtK2g9fWmxj,anonymous,DE,2,1,1,MI07AU8,1,1,"1,2,3","3,4",4,"1,3","1,2,4",3,1,"1,3","2,3","1,4","3,4",7,3,-99,2,4,7,2,3,2,2,3,2,4,5,5,1,1,2,26,1,7,4,-99,2,-99,2,3,2,4,5,3,3,4,5,6,6,6,6,4,6,2,4,4,4,2,2,3,4,1,2,1,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know5|test_know3|test_know11|test_know8|test_know9|test_know10|test_know2|test_know6|test_know7|test_know1,se_intro1|se_test1|se_test2|se_intro2|ac3|se11|se3|se9|se4|se8|se6|se7|se2|se10|se1|se5|se12,employ|age|edu|ac1|gender|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust3|sys_trust6|sys_trust2|sys_trust1|sys_trust4|sys_trust10|sys_trust9|sys_trust11|sys_trust5|sys_trust8|sys_trust12|sys_trust7,sym_trust_into|symb_trust2|symb_trust4|symb_trust3|symb_trust1|symb_trust5,sa_intro|sa6|sa5|sa1|sa2|ac2|sa3|sa4
2024-04-22 16:48:08,2024-04-22 17:51:49,0,100,3821,1,2024-04-22 17:51:50,R_7QfpOyIOkBqqZkq,anonymous,DE,2,1,1,AN12RL4,2,2,"1,2,3","3,4","4,5",1,"1,2,4",1,"1,2","1,3","1,2,3","1,4","1,3,4",7,2,-99,4,6,3,6,7,6,2,5,4,6,6,7,1,1,1,19,1,6,4,-99,1,Xiaomi Home Leuchten,2,1,2,7,6,7,4,2,7,7,6,6,6,7,6,6,5,6,1,5,4,5,5,3,3,2,5,2,TN hatte Probleme beim Scannen des Rauchmelders,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know5|test_know9|test_know7|test_know8|test_know2|test_know6|test_know4|test_know10|test_know1|test_know11|test_know3,se_intro1|se_test1|se_test2|se_intro2|se2|se1|se4|se5|se10|ac3|se11|se8|se12|se7|se6|se9|se3,employ|edu|age|gender|ac1|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust6|sys_trust9|sys_trust4|sys_trust5|sys_trust12|sys_trust2|sys_trust10|sys_trust7|sys_trust1|sys_trust3|sys_trust8|sys_trust11,sym_trust_into|symb_trust2|symb_trust5|symb_trust3|symb_trust1|symb_trust4,sa_intro|sa5|sa1|sa2|sa4|sa3|sa6|ac2
2024-04-23 12:46:18,2024-04-23 14:18:03,0,100,5504,1,2024-04-23 14:18:03,R_4HoZt6B0NmGrbsJ,anonymous,DE,6,5,1,RI01OT2,3,2,"1,2,3","1,3,4","4,5",1,"1,2,4","1,2","1,4","1,2","2,3","1,4","1,3,4",7,4,-99,5,5,5,3,3,5,5,3,3,6,5,6,1,1,1,21,1,7,4,-99,2,-99,2,3,2,3,5,5,5,4,6,4,6,5,4,5,4,4,6,2,4,4,5,5,5,3,5,3,5,2,"Benutzer Marie wurde hinzugefügt, aber wurde in der Aufgabe nicht als abgeschlossen erkannt. Wurde übersprungen.",2,"Hilfestellung, gelöschte persönliche Daten in der Cloud kontrollieren und nicht in der Zentrale. ,. Signatur ALLER Geräte kontrollieren.",,,,Demographie|FL_17,SafetyAttitude|SystemTrust|SymbolTrust|PerceivedKnowledge|TestedKnowledge|Self-Efficacy,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know8|test_know2|test_know11|test_know1|test_know6|test_know4|test_know5|test_know3|test_know10|test_know9|test_know7,se_intro1|se_test1|se_test2|se_intro2|se9|se12|se7|se8|se5|se11|se1|ac3|se6|se2|se10|se4|se3,employ|ac1|age|gender|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust10|sys_trust2|sys_trust1|sys_trust12|sys_trust4|sys_trust6|sys_trust5|sys_trust9|sys_trust7|sys_trust3|sys_trust11|sys_trust8,sym_trust_into|symb_trust1|symb_trust2|symb_trust3|symb_trust4|symb_trust5,sa_intro|sa2|sa6|sa1|ac2|sa5|sa3|sa4
2024-04-23 13:52:32,2024-04-23 14:52:26,0,100,3594,1,2024-04-23 14:52:27,R_2gNqfKvuHwFKwUd,anonymous,DE,2,2,1,IC22LM1,2,1,"1,2,3","3,4",4,"1,4","2,4",1,"1,4","1,3","1,3,4","1,4","3,4",6,1,-99,2,7,7,2,4,6,1,6,1,7,6,3,1,1,2,22,1,6,4,-99,2,-99,2,3,2,1,3,3,2,1,7,3,6,4,3,1,5,2,5,3,1,1,1,2,2,3,4,1,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SymbolTrust|SafetyAttitude|SystemTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know9|test_know10|test_know2|test_know3|test_know8|test_know6|test_know5|test_know7|test_know11|test_know4|test_know1,se_intro1|se_test1|se_test2|se_intro2|se6|se2|se1|se10|se5|se3|se7|se11|se12|se9|ac3|se8|se4,ac1|gender|edu|employ|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust12|sys_trust7|sys_trust6|sys_trust8|sys_trust5|sys_trust2|sys_trust10|sys_trust1|sys_trust4|sys_trust9|sys_trust3|sys_trust11,sym_trust_into|symb_trust5|symb_trust1|symb_trust2|symb_trust3|symb_trust4,sa_intro|sa1|sa3|sa4|sa5|sa2|ac2|sa6
2024-04-23 14:54:44,2024-04-23 15:45:30,0,100,3045,1,2024-04-23 15:45:31,R_4hi7BE1r3dydESY,anonymous,DE,2,2,1,UI01LM9,4,3,"1,2,3","3,4",4,"1,4","1,2",3,"1,4","1,3","2,3","1,3,4","2,3,4",7,5,-99,3,4,3,4,4,4,3,6,2,2,5,6,1,1,2,25,1,7,6,-99,1,Amazon Echo,1,3,2,4,5,6,6,4,6,6,7,6,4,1,2,3,5,3,4,3,1,1,1,1,1,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know1|test_know2|test_know3|test_know8|test_know9|test_know5|test_know4|test_know11|test_know6|test_know10,se_intro1|se_test1|se_test2|se_intro2|se6|se7|se5|se12|se8|se10|se3|se1|se4|se9|ac3|se11|se2,employ|ac1|age|edu|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust5|sys_trust1|sys_trust10|sys_trust7|sys_trust6|sys_trust8|sys_trust9|sys_trust3|sys_trust11|sys_trust2|sys_trust12|sys_trust4,sym_trust_into|symb_trust4|symb_trust3|symb_trust1|symb_trust2|symb_trust5,sa_intro|sa5|sa3|sa6|sa4|sa1|sa2|ac2
2024-04-23 14:52:36,2024-04-23 15:51:08,0,100,3512,1,2024-04-23 15:51:09,R_7CfAQWvMF3ocjDD,anonymous,DE,2,5,1,AR28EN7,2,2,"1,2,3",3,4,1,"1,2",1,"1,4","1,3","1,3","1,4","3,4",7,4,-99,4,7,6,5,5,6,5,4,4,5,6,6,1,1,2,26,1,7,4,-99,2,-99,2,3,2,5,5,5,5,5,4,6,6,5,5,4,5,5,5,4,5,5,3,4,4,1,4,2,5,2,Lampe und Rauchmelder konnten nicht gescannt werden,1,-99,,,,Demographie|FL_17,TestedKnowledge|PerceivedKnowledge|Self-Efficacy|SystemTrust|SafetyAttitude|SymbolTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know7|test_know10|test_know11|test_know5|test_know3|test_know1|test_know2|test_know4|test_know6|test_know9,se_intro1|se_test1|se_test2|se_intro2|se6|se2|se4|se1|se9|ac3|se7|se12|se11|se3|se8|se10|se5,gender|edu|age|employ|ac1|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust5|sys_trust8|sys_trust3|sys_trust4|sys_trust9|sys_trust11|sys_trust7|sys_trust10|sys_trust6|sys_trust12|sys_trust1|sys_trust2,sym_trust_into|symb_trust2|symb_trust1|symb_trust5|symb_trust3|symb_trust4,sa_intro|sa6|sa4|ac2|sa5|sa3|sa2|sa1
2024-04-23 14:18:07,2024-04-24 15:19:25,0,100,90077,1,2024-04-24 15:19:25,R_1mSeLIei5yJ0q1b,anonymous,DE,6,5,1,OS09EN1,2,3,1,"3,4",4,1,"1,2,4",1,"1,4","1,3","1,2,3","1,4","3,4",7,2,-99,5,3,7,6,6,5,4,6,5,7,7,7,1,1,1,22,1,6,4,-99,1,"Staubsauger ",2,3,2,2,5,3,1,1,2,4,6,3,3,2,2,2,4,3,3,2,2,4,3,2,4,3,5,1,-99,1,-99,,,,Demographie|FL_17,PerceivedKnowledge|SymbolTrust|SafetyAttitude|Self-Efficacy|TestedKnowledge|SystemTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know5|test_know11|test_know1|test_know10|test_know2|test_know3|test_know6|test_know4|test_know7|test_know8|test_know9,se_intro1|se_test1|se_test2|se_intro2|se8|se6|ac3|se9|se1|se4|se12|se10|se11|se3|se5|se7|se2,ac1|gender|edu|age|employ|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust2|sys_trust3|sys_trust8|sys_trust4|sys_trust11|sys_trust9|sys_trust5|sys_trust10|sys_trust12|sys_trust6|sys_trust7|sys_trust1,sym_trust_into|symb_trust2|symb_trust5|symb_trust4|symb_trust1|symb_trust3,sa_intro|sa6|sa4|sa3|sa2|ac2|sa5|sa1
2024-04-18 08:36:33,2024-04-18 09:15:08,0,1,2315,0,2024-04-25 09:15:12,R_6mM9U68LP8KOA9P,anonymous,DE,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24 15:19:31,2024-04-25 14:01:41,0,100,81730,1,2024-04-25 14:01:42,R_2rCkIriaR3gevVi,anonymous,DE,6,4,1,LI12RG0,2,2,"1,2,3","1,3,4","1,4","1,3,4","1,4",2,"1,4","1,3","3,4",4,"3,4",5,3,-99,5,7,4,3,5,6,4,4,2,7,5,6,1,1,2,23,1,6,4,-99,2,-99,2,3,2,3,3,5,7,1,7,4,7,5,5,6,3,3,4,3,3,5,3,1,2,1,5,3,5,2,"Hinweis: Update aller Geräte, alle Geräte einzeln updaten. ; Router Firmware aktualisieren. Auf den Router klicken, nicht auf die Clouds. ; offene Ports konnten nicht gefunden werden.",2,Router und Clouds stark auf einem Haufen. Schwierig das richtige zu treffen.,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know9|test_know8|test_know5|test_know10|test_know11|test_know4|test_know7|test_know3|test_know1|test_know2,se_intro1|se_test1|se_test2|se_intro2|se8|se4|se9|se2|se6|se11|se5|ac3|se12|se10|se3|se1|se7,edu|age|gender|employ|ac1|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust12|sys_trust1|sys_trust9|sys_trust10|sys_trust7|sys_trust4|sys_trust5|sys_trust11|sys_trust6|sys_trust2|sys_trust8|sys_trust3,sym_trust_into|symb_trust3|symb_trust2|symb_trust4|symb_trust5|symb_trust1,sa_intro|ac2|sa5|sa1|sa4|sa2|sa3|sa6
2024-04-19 12:53:34,2024-04-19 13:56:59,0,1,3805,0,2024-04-26 13:57:02,R_2gJDuA09AFbhDXj,anonymous,DE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26 15:53:49,2024-04-26 16:47:48,0,100,3239,1,2024-04-26 16:47:49,R_7H0EDbdLvxDFQ6v,anonymous,DE,2,5,1,EO25UM9,1,1,1,"3,4",4,"1,3","2,4",1,1,"1,3","1,2,3","1,2,4",3,7,1,-99,6,4,7,4,4,1,3,1,1,7,4,7,1,1,2,25,1,7,4,-99,2,-99,2,3,2,4,4,2,2,6,1,4,7,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,-99,2,"TN hatte Schwierigkeiten beim Scannen einiger QR Codes, war aber erfolgreich",,,,Demographie|FL_17,SystemTrust|SymbolTrust|Self-Efficacy|PerceivedKnowledge|SafetyAttitude|TestedKnowledge,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know1|test_know2|test_know10|test_know4|test_know3|test_know5|test_know11|test_know9|test_know8|test_know7|test_know6,se_intro1|se_test1|se_test2|se_intro2|se4|se11|se1|se8|se5|se10|se12|se2|se3|se7|se6|ac3|se9,employ|ac1|age|edu|gender|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust2|sys_trust4|sys_trust7|sys_trust12|sys_trust8|sys_trust10|sys_trust5|sys_trust9|sys_trust6|sys_trust1|sys_trust11|sys_trust3,sym_trust_into|symb_trust1|symb_trust3|symb_trust4|symb_trust5|symb_trust2,sa_intro|ac2|sa6|sa5|sa3|sa4|sa2|sa1
2024-04-29 13:53:29,2024-04-29 15:01:05,0,100,4055,1,2024-04-29 15:01:05,R_22Dq8QUKaUzDE4e,anonymous,DE,2,2,1,AR30HE3,2,2,"1,2",3,"1,4",1,"2,4",2,1,"1,3","1,2,3","1,2,4","3,4",7,4,-99,4,7,7,2,3,4,2,5,1,2,6,6,1,1,2,30,1,7,4,-99,2,-99,2,3,2,3,4,5,2,7,1,4,7,6,4,4,6,3,3,4,4,3,1,2,1,1,1,1,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know5|test_know10|test_know1|test_know7|test_know2|test_know4|test_know9|test_know8|test_know3|test_know11,se_intro1|se_test1|se_test2|se_intro2|se7|se11|ac3|se3|se5|se8|se9|se10|se12|se1|se2|se6|se4,ac1|edu|employ|gender|age|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust8|sys_trust1|sys_trust12|sys_trust4|sys_trust2|sys_trust10|sys_trust7|sys_trust9|sys_trust3|sys_trust6|sys_trust5|sys_trust11,sym_trust_into|symb_trust4|symb_trust2|symb_trust1|symb_trust5|symb_trust3,sa_intro|sa4|sa6|sa1|ac2|sa2|sa3|sa5
2024-04-29 15:49:55,2024-04-29 17:02:18,0,100,4343,1,2024-04-29 17:02:19,R_2PA2y1SsycHw8bg,anonymous,DE,2,5,1,NA26IV4,2,3,1,"3,4",4,1,1,4,"3,4","1,3","2,3","1,4",3,7,1,-99,4,7,6,2,6,3,3,5,2,3,5,5,1,1,2,20,1,6,4,-99,2,-99,1,3,1,5,5,5,5,3,5,6,6,6,6,6,6,3,3,2,3,2,3,3,4,2,2,2,5,1,-99,1,-99,,,,FL_17|Demographie,SymbolTrust|SystemTrust|SafetyAttitude|TestedKnowledge|Self-Efficacy|PerceivedKnowledge,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know9|test_know2|test_know1|test_know7|test_know3|test_know5|test_know6|test_know4|test_know8|test_know10|test_know11,se_intro1|se_test1|se_test2|se_intro2|se8|se7|se9|se2|se6|se3|se11|se12|se1|ac3|se10|se4|se5,employ|age|gender|ac1|edu|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust5|sys_trust2|sys_trust12|sys_trust6|sys_trust3|sys_trust10|sys_trust9|sys_trust1|sys_trust8|sys_trust4|sys_trust11|sys_trust7,sym_trust_into|symb_trust5|symb_trust4|symb_trust1|symb_trust3|symb_trust2,sa_intro|sa4|ac2|sa3|sa6|sa2|sa5|sa1
2024-04-30 10:02:57,2024-04-30 10:40:35,0,100,2258,1,2024-04-30 10:40:35,R_2Ecd1eASQ34gQCl,anonymous,DE,2,1,1,NN31EN6,2,2,"1,3","3,4",4,1,"1,2,4",4,"1,4","1,3",3,"1,4","3,4",7,3,-99,5,6,7,4,4,2,2,3,3,2,7,5,1,1,2,27,1,7,1,-99,2,-99,2,3,2,3,5,3,1,3,4,5,7,6,4,4,5,2,3,4,4,2,2,1,1,1,2,3,5,1,-99,2,"Probleme beim Scannen vom Rauchmelder, VL hat geholfen",Self-Efficacy|TestedKnowledge|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know11|test_know9|test_know1|test_know10|test_know6|test_know2|test_know5|test_know3|test_know8|test_know4|test_know7,se_intro1|se_test1|se_test2|se_intro2|se8|ac3|se1|se6|se10|se5|se4|se12|se2|se9|se11|se3|se7,ac1|employ|gender|edu|age|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust5|sys_trust1|sys_trust8|sys_trust4|sys_trust12|sys_trust3|sys_trust7|sys_trust6|sys_trust2|sys_trust11|sys_trust9|sys_trust10,sym_trust_into|symb_trust2|symb_trust1|symb_trust4|symb_trust5|symb_trust3,sa_intro|sa6|sa5|sa1|ac2|sa4|sa2|sa3
2024-04-30 13:50:15,2024-04-30 14:45:50,0,100,3334,1,2024-04-30 14:45:50,R_3PdHvMlDsT3flCS,anonymous,DE,2,3,1,AN22RS7,4,4,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","2,3","1,3","1,4","3,4",7,6,-99,5,3,7,4,4,6,3,6,1,5,5,4,1,1,1,26,1,7,4,-99,2,-99,1,1,1,6,5,4,2,3,6,5,6,6,3,5,6,2,2,1,2,2,4,3,3,4,4,5,5,1,-99,2,TN hatte Probleme bei Aufgabe mit Verfizierungsschlüsseln,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know7|test_know10|test_know2|test_know9|test_know4|test_know8|test_know1|test_know5|test_know6|test_know3,se_intro1|se_test1|se_test2|se_intro2|se12|se6|se10|se4|se2|se11|ac3|se7|se1|se9|se5|se3|se8,age|ac1|edu|gender|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust1|sys_trust4|sys_trust8|sys_trust6|sys_trust7|sys_trust11|sys_trust3|sys_trust12|sys_trust9|sys_trust10|sys_trust2|sys_trust5,sym_trust_into|symb_trust1|symb_trust5|symb_trust4|symb_trust3|symb_trust2,sa_intro|sa6|sa4|sa3|sa2|sa1|sa5|ac2
2024-05-01 16:01:05,2024-05-01 16:59:56,0,100,3530,1,2024-05-01 16:59:57,R_438cHRgaqwyDFOw,anonymous,DE,1,4,1,OA28RN0,2,2,"1,2,3","3,4",4,"1,3","1,2",1,4,3,"1,2,3","1,4",4,7,5,-99,6,4,7,7,5,7,4,4,2,7,6,4,1,1,2,23,1,6,4,-99,1,Vernetzte Leuchten (nicht mehr) und ein intelligentes Türschloss,2,3,2,1,7,3,6,3,4,5,7,6,6,3,7,1,3,2,1,1,4,5,4,4,5,3,5,2,"router wurde erst gar nicht hinzugefügt; aufgabe geskippt; aber bei späterer Aufgabe gemerkt, dass der Router an der Decke des Raums angezeigt wurde",1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,FL_26|Demographie,SymbolTrust|SafetyAttitude|SystemTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know5|test_know11|test_know7|test_know10|test_know3|test_know6|test_know4|test_know8|test_know2|test_know9|test_know1,se_intro1|se_test1|se_test2|se_intro2|se12|se6|se4|se3|se1|se8|ac3|se7|se11|se10|se5|se9|se2,edu|employ|ac1|age|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust10|sys_trust5|sys_trust1|sys_trust9|sys_trust6|sys_trust11|sys_trust4|sys_trust8|sys_trust7|sys_trust2|sys_trust3|sys_trust12,sym_trust_into|symb_trust5|symb_trust4|symb_trust3|symb_trust2|symb_trust1,sa_intro|sa2|ac2|sa4|sa3|sa6|sa5|sa1
