Status,Progress,Duration (in seconds),Finished,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
0,100,4585,1,anonymous,DE,8,3,1,AR23LD7,2,2,"1,2","3,4",4,1,"1,2,4",1,"1,2","1,3","1,3","1,4",3,7,1,-99,3,3,5,3,3,5,3,4,3,5,5,6,1,1,2,27,1,7,4,-99,2,-99,2,3,2,4,5,5,5,3,3,5,6,5,4,5,5,3,2,3,2,3,2,4,3,2,3,4,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know9|test_know5|test_know10|test_know3|test_know2|test_know11|test_know8|test_know6|test_know1|test_know4|test_know7,se_intro1|se_test1|se_test2|se_intro2|se8|se4|se11|se2|se3|se12|se9|se6|se5|ac3|se1|se7|se10,gender|age|edu|ac1|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust11|sys_trust1|sys_trust9|sys_trust3|sys_trust8|sys_trust7|sys_trust5|sys_trust12|sys_trust6|sys_trust10|sys_trust2|sys_trust4,sym_trust_into|symb_trust3|symb_trust4|symb_trust5|symb_trust1|symb_trust2,sa_intro|sa4|sa2|ac2|sa5|sa6|sa3|sa1
0,100,4455,1,anonymous,DE,8,3,1,EA29RN0,2,2,"1,2,3",4,4,1,"1,2",1,4,3,1,"1,3","2,3,4",6,1,-99,5,2,5,4,4,4,3,5,3,6,5,3,1,1,2,23,1,6,4,-99,1,Blutdruckmessgerät,2,3,2,3,3,4,3,4,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,3,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know2|test_know4|test_know6|test_know9|test_know7|test_know10|test_know1|test_know8|test_know3|test_know5|test_know11,se_intro1|se_test1|se_test2|se_intro2|se9|se11|se1|se12|se8|se3|ac3|se10|se2|se5|se7|se6|se4,gender|age|employ|edu|ac1|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust9|sys_trust3|sys_trust1|sys_trust8|sys_trust10|sys_trust4|sys_trust6|sys_trust5|sys_trust7|sys_trust11|sys_trust12|sys_trust2,sym_trust_into|symb_trust1|symb_trust5|symb_trust4|symb_trust3|symb_trust2,sa_intro|sa6|sa4|sa3|ac2|sa5|sa2|sa1
0,100,3301,1,anonymous,DE,8,2,1,AL10AL3,2,2,"1,3","3,4",4,1,4,3,2,3,"1,2,3",1,3,5,1,-99,4,6,5,5,3,4,2,5,4,3,7,2,1,1,2,21,1,6,4,-99,2,-99,2,3,2,5,4,4,4,3,1,6,7,5,5,3,5,1,3,5,3,4,1,3,2,1,3,2,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know6|test_know3|test_know8|test_know1|test_know7|test_know5|test_know9|test_know4|test_know2|test_know11,se_intro1|se_test1|se_test2|se_intro2|ac3|se1|se12|se9|se2|se11|se5|se6|se10|se3|se4|se8|se7,edu|gender|ac1|age|employ|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust2|sys_trust1|sys_trust8|sys_trust11|sys_trust4|sys_trust10|sys_trust9|sys_trust7|sys_trust3|sys_trust12|sys_trust5|sys_trust6,sym_trust_into|symb_trust5|symb_trust3|symb_trust1|symb_trust2|symb_trust4,sa_intro|sa3|sa6|sa1|sa5|sa4|sa2|ac2
0,100,3014,1,anonymous,DE,8,2,1,NG13IL2,2,2,1,3,4,1,1,1,4,1,1,1,3,7,3,-99,5,6,5,4,5,4,4,4,5,5,4,6,1,1,2,22,1,6,4,-99,2,-99,2,3,2,6,6,6,6,4,6,6,6,6,6,6,6,4,5,5,5,4,4,4,3,2,4,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know7|test_know11|test_know4|test_know2|test_know8|test_know10|test_know1|test_know6|test_know5|test_know9,se_intro1|se_test1|se_test2|se_intro2|se5|se3|se2|se1|se9|se12|se4|ac3|se7|se10|se11|se8|se6,gender|age|edu|ac1|employ|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust2|sys_trust11|sys_trust6|sys_trust3|sys_trust12|sys_trust7|sys_trust8|sys_trust4|sys_trust10|sys_trust5|sys_trust1|sys_trust9,sym_trust_into|symb_trust2|symb_trust3|symb_trust1|symb_trust5|symb_trust4,sa_intro|sa5|sa6|ac2|sa1|sa3|sa4|sa2
0,100,83457,1,anonymous,DE,6,5,1,AN29IN1,1,1,"1,2,3","3,4",4,1,"1,2",2,1,3,"1,2","1,4","3,4",7,3,-99,2,3,4,2,5,3,2,3,3,2,6,1,1,1,2,23,1,6,4,-99,2,-99,2,3,2,4,6,5,3,2,1,4,4,5,5,4,6,3,4,3,4,3,1,3,2,1,1,1,5,1,-99,1,-99,NA,NA,NA,Demographie|FL_17,Self-Efficacy|SystemTrust|PerceivedKnowledge|SymbolTrust|TestedKnowledge|SafetyAttitude,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know6|test_know1|test_know3|test_know5|test_know11|test_know10|test_know2|test_know4|test_know9|test_know7|test_know8,se_intro1|se_test1|se_test2|se_intro2|se8|se10|se2|se5|se11|ac3|se7|se9|se6|se12|se1|se3|se4,edu|ac1|age|employ|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust4|sys_trust12|sys_trust8|sys_trust7|sys_trust6|sys_trust3|sys_trust5|sys_trust9|sys_trust2|sys_trust10|sys_trust11|sys_trust1,sym_trust_into|symb_trust5|symb_trust3|symb_trust1|symb_trust4|symb_trust2,sa_intro|sa3|sa5|sa2|ac2|sa6|sa1|sa4
0,100,90571,1,anonymous,DE,6,3,1,AL10DA2,3,2,"1,2,3","3,4",4,1,"1,2,4",1,2,"1,3","1,3","1,3,4","3,4",7,4,-99,2,4,6,3,4,6,5,5,2,6,6,4,1,1,2,21,1,6,4,-99,2,-99,2,3,1,6,5,5,6,4,7,4,5,6,6,6,6,2,4,4,4,3,3,4,2,3,4,3,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,FL_26|Demographie,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know10|test_know2|test_know5|test_know11|test_know9|test_know8|test_know6|test_know4|test_know3|test_know1,se_intro1|se_test1|se_test2|se_intro2|se9|se2|se3|se7|se4|se6|se10|se1|ac3|se11|se8|se12|se5,employ|ac1|gender|edu|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust3|sys_trust11|sys_trust8|sys_trust1|sys_trust12|sys_trust5|sys_trust10|sys_trust9|sys_trust2|sys_trust7|sys_trust6|sys_trust4,sym_trust_into|symb_trust2|symb_trust5|symb_trust4|symb_trust3|symb_trust1,sa_intro|sa2|sa6|sa4|sa5|ac2|sa1|sa3
0,100,3390,1,anonymous,DE,6,4,1,ND14SK1,3,3,"1,2,3","3,4","4,5",1,"1,2,4",1,1,"1,2,3","1,2,3","1,4","3,4",7,2,-99,6,5,6,3,4,6,4,7,1,5,6,6,1,1,1,23,1,7,4,-99,1,"Amazon Echo, Smarte Lampen und Smarte Überwachungskameras",1,3,1,7,6,6,6,3,7,7,6,6,6,4,7,3,4,5,4,3,3,4,2,2,2,4,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know11|test_know8|test_know4|test_know5|test_know2|test_know3|test_know9|test_know7|test_know10|test_know6|test_know1,se_intro1|se_test1|se_test2|se_intro2|se11|se3|se5|se10|se6|se7|se1|ac3|se8|se4|se2|se9|se12,employ|edu|ac1|gender|age|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust10|sys_trust5|sys_trust3|sys_trust2|sys_trust11|sys_trust9|sys_trust8|sys_trust7|sys_trust4|sys_trust1|sys_trust12,sym_trust_into|symb_trust4|symb_trust3|symb_trust2|symb_trust5|symb_trust1,sa_intro|sa4|ac2|sa1|sa2|sa3|sa5|sa6
0,100,4239,1,anonymous,DE,6,2,1,HM01ZA5,2,2,"1,2,3","3,4","1,4,5",1,"1,2,4",1,3,1,3,1,"1,3",7,1,-99,1,2,1,1,4,1,1,1,1,1,2,5,1,1,1,28,1,7,4,-99,1,Apple Watch,2,3,2,7,6,4,6,1,7,6,7,7,6,7,7,5,4,4,4,4,4,3,2,3,1,3,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know4|test_know10|test_know2|test_know6|test_know9|test_know1|test_know7|test_know5|test_know3|test_know11,se_intro1|se_test1|se_test2|se_intro2|se9|se7|se10|se12|ac3|se5|se2|se11|se1|se8|se4|se3|se6,age|employ|gender|ac1|edu|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust12|sys_trust7|sys_trust2|sys_trust4|sys_trust5|sys_trust10|sys_trust3|sys_trust8|sys_trust1|sys_trust6|sys_trust9|sys_trust11,sym_trust_into|symb_trust5|symb_trust2|symb_trust1|symb_trust3|symb_trust4,sa_intro|sa6|ac2|sa1|sa4|sa3|sa5|sa2
0,100,3467,1,anonymous,DE,8,2,1,EB15RS0,3,2,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,2,3","2,3","1,4","3,4",7,4,-99,5,4,6,5,6,7,4,5,3,5,6,5,1,1,2,23,1,6,4,-99,2,-99,2,3,1,3,5,5,4,3,5,5,6,5,3,5,3,3,4,5,4,1,4,4,4,4,4,3,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know9|test_know10|test_know2|test_know11|test_know6|test_know1|test_know5|test_know8|test_know4|test_know3|test_know7,se_intro1|se_test1|se_test2|se_intro2|ac3|se4|se12|se6|se5|se2|se8|se10|se9|se3|se7|se11|se1,gender|employ|ac1|edu|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust11|sys_trust10|sys_trust5|sys_trust4|sys_trust3|sys_trust7|sys_trust8|sys_trust12|sys_trust6|sys_trust1|sys_trust2|sys_trust9,sym_trust_into|symb_trust1|symb_trust2|symb_trust4|symb_trust5|symb_trust3,sa_intro|sa5|ac2|sa3|sa6|sa4|sa1|sa2
0,100,2860,1,anonymous,DE,8,2,1,le08rn0,2,2,"1,2,3","3,4",4,"1,3,4","1,4",1,"1,4","1,3","1,2,3","1,4","3,4",7,4,-99,6,5,5,3,5,5,3,5,2,6,6,4,1,1,1,23,1,6,2,-99,1,"intelligente Haushaltsgeräte, intelligente Gesundheitsüberwachungsgeräte",1,3,2,5,5,4,5,3,5,5,5,4,5,4,6,2,3,2,3,3,3,4,4,3,4,3,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know8|test_know6|test_know10|test_know5|test_know4|test_know2|test_know11|test_know3|test_know1|test_know9|test_know7,se_intro1|se_test1|se_test2|se_intro2|se9|se5|se8|se2|ac3|se1|se4|se6|se12|se10|se7|se11|se3,edu|age|employ|ac1|gender|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust5|sys_trust12|sys_trust7|sys_trust2|sys_trust9|sys_trust6|sys_trust4|sys_trust1|sys_trust8|sys_trust3|sys_trust11|sys_trust10,sym_trust_into|symb_trust1|symb_trust5|symb_trust2|symb_trust4|symb_trust3,sa_intro|ac2|sa2|sa6|sa5|sa3|sa1|sa4
0,100,7770,1,anonymous,DE,8,4,1,AH22ED8,3,3,"1,2,3","3,4","1,4",1,"1,4",1,1,"1,2","1,3",1,"2,3,4",7,5,-99,5,5,4,4,2,6,3,5,3,4,5,1,1,1,2,25,1,6,4,-99,2,-99,2,3,2,4,2,3,5,5,3,6,5,3,3,3,2,2,5,4,3,3,3,3,3,3,2,4,5,2,"App musste zu Beginn neu gestartet werden, 2ter Versuch: AH22ED82",1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know2|test_know10|test_know5|test_know6|test_know9|test_know1|test_know8|test_know3|test_know4|test_know7|test_know11,se_intro1|se_test1|se_test2|se_intro2|ac3|se3|se1|se10|se2|se12|se11|se7|se9|se4|se5|se6|se8,employ|edu|ac1|gender|age|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust6|sys_trust5|sys_trust12|sys_trust4|sys_trust8|sys_trust10|sys_trust9|sys_trust2|sys_trust7|sys_trust3|sys_trust11|sys_trust1,sym_trust_into|symb_trust1|symb_trust2|symb_trust4|symb_trust5|symb_trust3,sa_intro|sa4|sa6|sa5|sa1|sa3|ac2|sa2
0,100,3990,1,anonymous,DE,8,1,1,AU14ID3,2,1,"1,2,3","3,4",4,"1,2,3,4","1,2,4",2,"1,4",3,"1,3","1,4",4,7,5,-99,4,3,3,3,3,4,2,2,2,5,3,2,1,1,2,20,1,6,4,-99,2,-99,2,3,2,4,5,2,2,3,3,4,6,5,4,5,5,4,5,6,5,3,2,3,3,2,4,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know1|test_know6|test_know10|test_know9|test_know5|test_know11|test_know3|test_know8|test_know4|test_know7|test_know2,se_intro1|se_test1|se_test2|se_intro2|se9|se6|se4|se7|se1|se3|ac3|se2|se8|se5|se12|se10|se11,edu|ac1|gender|employ|age|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust12|sys_trust3|sys_trust9|sys_trust7|sys_trust6|sys_trust5|sys_trust2|sys_trust8|sys_trust1|sys_trust4|sys_trust10|sys_trust11,sym_trust_into|symb_trust3|symb_trust4|symb_trust1|symb_trust5|symb_trust2,sa_intro|sa5|sa4|ac2|sa3|sa1|sa6|sa2
0,100,6700,1,anonymous,DE,8,1,1,LI02RN4,1,2,"1,2","3,4",4,"1,3","2,4",1,"1,4","1,2,3","1,2,3","1,4","3,4",7,2,-99,3,5,5,1,4,3,2,5,2,4,2,6,1,1,2,19,1,6,4,-99,2,-99,2,3,2,2,7,2,2,2,5,5,6,3,4,2,4,3,5,5,4,2,2,3,3,1,4,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know3|test_know5|test_know1|test_know6|test_know9|test_know4|test_know8|test_know10|test_know7|test_know2,se_intro1|se_test1|se_test2|se_intro2|se11|se5|ac3|se2|se10|se4|se3|se1|se12|se8|se9|se6|se7,employ|ac1|edu|gender|age|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust8|sys_trust3|sys_trust7|sys_trust1|sys_trust11|sys_trust10|sys_trust12|sys_trust9|sys_trust2|sys_trust5|sys_trust4|sys_trust6,sym_trust_into|symb_trust5|symb_trust4|symb_trust2|symb_trust1|symb_trust3,sa_intro|sa1|sa4|sa5|sa6|ac2|sa2|sa3
0,100,3865,1,anonymous,DE,8,3,1,TE01RN2,2,2,"1,3","3,4",4,"2,3","1,2,4",2,1,"1,3","2,3",1,"3,4",7,2,-99,5,7,7,7,6,7,4,6,3,7,7,5,1,1,2,21,1,6,4,-99,2,-99,2,3,1,6,5,7,6,6,1,7,7,7,6,5,7,5,5,5,6,6,1,3,1,3,2,1,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know7|test_know9|test_know6|test_know5|test_know1|test_know4|test_know11|test_know8|test_know3|test_know2|test_know10,se_intro1|se_test1|se_test2|se_intro2|se7|se9|se11|se4|se8|se6|se10|se12|ac3|se5|se1|se2|se3,employ|edu|gender|age|ac1|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust12|sys_trust3|sys_trust7|sys_trust11|sys_trust2|sys_trust8|sys_trust6|sys_trust1|sys_trust5|sys_trust4|sys_trust9|sys_trust10,sym_trust_into|symb_trust3|symb_trust5|symb_trust2|symb_trust4|symb_trust1,sa_intro|ac2|sa4|sa1|sa2|sa3|sa5|sa6
0,100,4098,1,anonymous,DE,8,4,1,EA13UN0,2,1,"1,3","3,4",4,"1,3","1,2,4",1,1,"1,2,3","1,2,3","1,3,4","3,4",7,6,-99,4,4,6,4,4,6,3,3,2,7,6,4,1,1,2,23,1,6,4,-99,2,-99,2,3,2,4,5,2,5,3,1,5,6,5,4,4,4,2,2,3,2,3,2,3,2,1,2,2,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know1|test_know5|test_know9|test_know4|test_know11|test_know7|test_know10|test_know6|test_know8|test_know2,se_intro1|se_test1|se_test2|se_intro2|se12|se9|se6|se5|se8|se10|se2|se3|ac3|se1|se4|se7|se11,edu|gender|ac1|employ|age|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust11|sys_trust9|sys_trust12|sys_trust8|sys_trust7|sys_trust3|sys_trust1|sys_trust6|sys_trust2|sys_trust10|sys_trust5|sys_trust4,sym_trust_into|symb_trust3|symb_trust5|symb_trust1|symb_trust2|symb_trust4,sa_intro|sa2|ac2|sa6|sa1|sa5|sa3|sa4
0,100,14479,1,anonymous,DE,6,1,1,HI02IN4,1,1,"1,2,3","3,4",4,"1,4",2,1,4,"2,3","1,2,3","1,3,4","1,3,4",7,2,-99,3,5,6,4,5,4,1,3,2,5,2,2,1,1,1,30,1,7,4,-99,2,-99,2,3,2,4,5,2,6,3,1,4,6,5,4,4,3,1,1,1,2,1,2,4,3,3,4,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know5|test_know9|test_know11|test_know2|test_know4|test_know10|test_know3|test_know1|test_know7|test_know8,se_intro1|se_test1|se_test2|se_intro2|se6|se11|se7|ac3|se10|se3|se9|se4|se2|se5|se8|se12|se1,gender|employ|edu|age|ac1|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust5|sys_trust7|sys_trust10|sys_trust3|sys_trust9|sys_trust12|sys_trust6|sys_trust1|sys_trust8|sys_trust2|sys_trust11|sys_trust4,sym_trust_into|symb_trust4|symb_trust3|symb_trust2|symb_trust5|symb_trust1,sa_intro|sa1|sa4|sa5|sa3|sa6|sa2|ac2
0,100,81802,1,anonymous,DE,6,4,1,AS14EN9,1,1,"1,2,3","3,4",4,"1,3,4","1,2,4",2,"1,4",1,"1,2,3","1,4","1,3,4",7,7,-99,1,6,6,2,4,4,2,6,1,5,4,3,1,1,1,25,1,6,4,-99,2,-99,2,3,2,1,3,1,1,7,1,5,4,2,4,2,5,1,3,1,3,1,1,1,1,2,1,2,5,2,"Zweite Anmeldung bei der App, weil nicht sicher war ob die Erste erkannt wurde. Persönlicher Code mit —2 am Ende",1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know5|test_know2|test_know4|test_know3|test_know8|test_know6|test_know9|test_know1|test_know10|test_know11|test_know7,se_intro1|se_test1|se_test2|se_intro2|ac3|se3|se6|se9|se12|se8|se2|se10|se11|se4|se5|se7|se1,edu|gender|ac1|employ|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust4|sys_trust6|sys_trust5|sys_trust1|sys_trust11|sys_trust8|sys_trust7|sys_trust10|sys_trust12|sys_trust2|sys_trust3|sys_trust9,sym_trust_into|symb_trust2|symb_trust4|symb_trust1|symb_trust5|symb_trust3,sa_intro|sa1|sa6|sa2|ac2|sa5|sa4|sa3
0,100,4155,1,anonymous,DE,9,5,1,EN27RN4,2,2,1,4,4,1,"1,2,4",1,"1,4","1,2,3","2,3","1,4","3,4",7,3,-99,4,4,6,4,3,5,2,4,3,7,6,4,1,1,2,29,1,6,4,-99,2,-99,2,3,2,2,1,3,3,4,1,4,3,3,3,3,4,1,5,1,1,1,2,3,2,2,4,1,5,2,"Rauchmelder konnte nicht erkannt werden zuerst, hatten den QR Code anschliessend auf das Möbel gelegt. Hat dann funktioniert",1,-99,NA,NA,NA,FL_17|Demographie,SymbolTrust|SafetyAttitude|TestedKnowledge|PerceivedKnowledge|SystemTrust|Self-Efficacy,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know8|test_know7|test_know10|test_know9|test_know5|test_know1|test_know2|test_know4|test_know6|test_know3,se_intro1|se_test1|se_test2|se_intro2|se9|se1|se12|se3|se2|se7|se6|ac3|se4|se8|se11|se5|se10,age|employ|edu|gender|ac1|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust3|sys_trust4|sys_trust1|sys_trust6|sys_trust12|sys_trust5|sys_trust10|sys_trust8|sys_trust11|sys_trust7|sys_trust9|sys_trust2,sym_trust_into|symb_trust5|symb_trust3|symb_trust4|symb_trust1|symb_trust2,sa_intro|ac2|sa5|sa6|sa1|sa4|sa2|sa3
0,100,3319,1,anonymous,DE,9,5,1,JN08RN0,1,1,"1,2",4,"1,4",1,"1,2,4",1,"1,4","1,3","1,3,4","1,4","3,4",7,2,-99,2,4,4,7,4,7,1,1,1,7,7,7,1,1,2,23,1,6,4,-99,2,-99,2,3,2,4,2,4,2,4,1,4,3,5,5,4,5,2,4,4,4,3,1,2,1,1,2,1,5,2,"Rauchmelder konnte nicht erkannt werden zuerst, hatten den QR Code anschliessend auf das Möbel gelegt. Hat dann funktioniert",2,"Teilaufgabe bei Aufgabe 2 wurde geskippt, wusste nicht was macen",NA,NA,NA,FL_17|Demographie,SafetyAttitude|Self-Efficacy|SystemTrust|SymbolTrust|PerceivedKnowledge|TestedKnowledge,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know4|test_know8|test_know7|test_know5|test_know3|test_know1|test_know9|test_know11|test_know6|test_know10|test_know2,se_intro1|se_test1|se_test2|se_intro2|ac3|se2|se10|se9|se1|se4|se7|se5|se11|se8|se12|se3|se6,gender|ac1|edu|age|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust3|sys_trust12|sys_trust9|sys_trust4|sys_trust2|sys_trust6|sys_trust11|sys_trust8|sys_trust7|sys_trust10|sys_trust5|sys_trust1,sym_trust_into|symb_trust1|symb_trust2|symb_trust4|symb_trust5|symb_trust3,sa_intro|sa2|sa3|sa1|sa6|sa4|ac2|sa5
0,100,2901,1,anonymous,DE,9,2,1,IC27RN9,3,3,"1,2,3","3,4",4,1,"2,4",1,1,"1,2,3","1,3","1,4","3,4",1,5,-99,4,2,4,3,3,7,6,7,2,4,7,7,1,1,3,34,1,7,1,-99,2,-99,1,1,1,2,5,2,2,2,2,3,7,3,5,3,5,2,3,4,2,2,4,4,4,4,4,5,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know3|test_know6|test_know8|test_know9|test_know2|test_know5|test_know11|test_know1|test_know7|test_know10,se_intro1|se_test1|se_test2|se_intro2|se4|se8|se5|se9|se1|ac3|se12|se10|se3|se2|se7|se6|se11,ac1|edu|employ|age|gender|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust1|sys_trust10|sys_trust7|sys_trust8|sys_trust6|sys_trust2|sys_trust12|sys_trust11|sys_trust3|sys_trust5|sys_trust4|sys_trust9,sym_trust_into|symb_trust1|symb_trust2|symb_trust5|symb_trust4|symb_trust3,sa_intro|sa5|sa4|sa3|sa2|sa1|sa6|ac2
